Customer ID,First Name,Last Name,Age,Gender,Address,City,Contact Number,Email,Account Type,Account Balance,Date Of Account Opening,Last Transaction Date,TransactionID,Transaction Date,Transaction Type,Transaction Amount,Account Balance After Transaction,Branch ID,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Approval/Rejection Date,Loan Status,CardID,Card Type,Credit Limit,Credit Card Balance,Minimum Payment Due,Payment Due Date,Last Credit Card Payment Date,Rewards Points,Feedback ID,Feedback Date,Feedback Type,Resolution Status,Resolution Date,Anomaly,Transaction Description,Merchant Category,KYC Status,KYC Last Updated Date,AML Flag,Account Freeze Flag
15.0,Nancy,Nelson,51.0,Other,Address_15,Atlanta,19458794868.0,nancy.nelson@kag.com,Savings,2082.67,9/16/2015,6/24/2023,,6/13/2023,Withdrawal,2631.77,-549.1,77.0,15.0,9833.19,Mortgage,3.7,36.0,12/6/2022,Closed,15.0,AMEX,2345.93,1066.61,53.33,12/28/2023,5/23/2023,4769.0,15.0,10/26/2023,Suggestion,Pending,9/23/2023,1.0,ATM Withdrawal,Cash Withdrawal,Complete,2022-09-19,0.0,0.0
16.0,Michael,Young,29.0,,Address_16,Fresno,19458794869.0,michael.young@kag.com,Savings,8578.44,10/2/2016,12/20/2023,16.0,10/23/2023,Transfer,4486.73,,31.0,16.0,,Mortgage,3.68,24.0,12/11/2021,Approved,16.0,Visa,2673.1,770.74,,2/2/2023,1/3/2023,7000.0,16.0,11/25/2023,Complaint,Pending,5/23/2023,1.0,Bill Payment - Electricity,Insurance,Incomplete,2024-12-29,0.0,0.0
17.0,Lisa,Adams,65.0,Female,Address_17,Austin,19458794870.0,lisa.adams@kag.com,Current,728.8,7/7/2006,12/18/2023,17.0,11/15/2023,Transfer,2086.75,2815.55,96.0,17.0,17080.03,Auto,3.38,36.0,12/15/2022,Rejected,17.0,AMEX,2838.82,3905.1,195.26,4/20/2023,10/19/2023,2437.0,17.0,5/31/2023,Suggestion,Pending,5/1/2023,1.0,POS - Starbucks,Utilities,Expired,2024-01-28,0.0,0.0
18.0,Mary,Wilson,45.0,Female,Address_18,Omaha,,mary.wilson@kag.com,Savings,9012.31,8/12/2019,3/30/2023,18.0,9/12/2023,Deposit,3333.99,5678.32,,18.0,8211.92,Auto,,12.0,2/23/2022,Closed,18.0,MasterCard,8388.99,3165.21,158.26,8/10/2023,11/12/2023,,18.0,2/23/2023,Praise,Resolved,6/3/2023,1.0,UPI - Swiggy,Food & Dining,Expired,2022-09-08,0.0,0.0
19.0,Nancy,Martinez,20.0,Other,Address_19,Tucson,19458794872.0,nancy.martinez@kag.com,Current,2129.63,8/18/2005,2/28/2023,19.0,11/15/2023,Withdrawal,3868.23,-1738.6,41.0,19.0,9911.6,Personal,,12.0,6/5/2022,Rejected,19.0,AMEX,9371.27,299.03,14.95,5/12/2023,9/10/2023,8681.0,19.0,7/19/2023,Praise,Resolved,3/7/2023,1.0,ATM Withdrawal,Cash Withdrawal,Incomplete,,0.0,0.0
20.0,Amanda,Campbell,65.0,Other,Address_20,Milwaukee,19458794873.0,amanda.campbell@kag.com,Savings,194.36,4/24/2017,3/2/2023,20.0,9/30/2023,Deposit,933.29,,61.0,20.0,28403.6,Mortgage,9.58,48.0,1/27/2021,Closed,20.0,MasterCard,7650.68,1076.46,53.82,5/24/2023,1/21/2023,3441.0,20.0,4/22/2023,Praise,Pending,,1.0,POS - Starbucks,Food & Dining,Expired,2025-05-06,0.0,1.0
21.0,Ashley,Scott,59.0,Other,Address_21,Fresno,19458794874.0,ashley.scott@kag.com,Savings,1128.58,10/29/2016,8/30/2023,21.0,2/7/2023,Withdrawal,4278.95,-3150.37,29.0,21.0,28654.88,Personal,1.77,12.0,7/26/2020,Closed,21.0,MasterCard,1374.25,3559.98,178.0,1/31/2023,8/31/2023,1213.0,21.0,11/20/2023,Complaint,Pending,9/7/2023,1.0,Bill Payment - Electricity,Rent,Complete,2024-10-17,0.0,0.0
22.0,Donna,King,69.0,Female,Address_22,San Antonio,19458794875.0,donna.king@kag.com,Current,8846.74,1/1/2005,10/10/2023,22.0,7/1/2023,Transfer,2249.62,11096.36,34.0,22.0,39707.1,Personal,3.17,48.0,10/28/2021,Rejected,22.0,MasterCard,6394.78,53.5,2.68,9/23/2023,12/5/2023,4035.0,22.0,8/7/2023,Complaint,Pending,12/10/2023,-1.0,UPI - Amazon Pay,Cash Withdrawal,Complete,2021-04-22,0.0,0.0
23.0,Mary,Rodriguez,22.0,Other,Address_23,El Paso,19458794876.0,mary.rodriguez@kag.com,Savings,829.7,9/2/2011,8/13/2023,23.0,7/6/2023,Deposit,292.88,536.82,19.0,23.0,13151.23,Mortgage,3.86,60.0,2/20/2022,Closed,23.0,Visa,,1424.94,71.25,11/17/2023,3/17/2023,1533.0,23.0,2/20/2023,Complaint,Resolved,10/4/2023,1.0,POS - Flipkart,Utilities,,2022-03-29,0.0,0.0
24.0,Charles,Adams,30.0,Female,Address_24,San Antonio,19458794877.0,charles.adams@kag.com,Savings,3616.88,10/7/2014,8/10/2023,24.0,1/25/2023,Deposit,4395.73,,90.0,24.0,45875.84,Personal,2.38,60.0,3/7/2022,Rejected,24.0,AMEX,5693.7,2256.35,112.82,5/7/2023,6/3/2023,6245.0,24.0,10/4/2023,Suggestion,Resolved,12/10/2023,1.0,ATM Withdrawal,Cash Withdrawal,Incomplete,1991-01-01,0.0,0.0
25.0,Steven,Ramirez,,Male,Address_25,Boston,19458794878.0,steven.ramirez@kag.com,Savings,2578.13,6/4/2004,3/31/2023,25.0,11/29/2023,Transfer,,5404.25,5.0,25.0,,Mortgage,1.7,48.0,5/18/2020,Rejected,25.0,AMEX,1720.05,4563.01,228.15,5/29/2023,11/18/2023,6588.0,25.0,1/22/2023,Praise,Resolved,3/1/2023,1.0,Insurance Premium Payment,Rent,Incomplete,2024-04-07,0.0,
26.0,Barbara,Hernandez,18.0,Female,Address_26,Chicago,19458794879.0,barbara.hernandez@kag.com,Current,464.86,10/1/2022,1/15/2023,26.0,5/22/2023,Transfer,999.63,1464.49,20.0,26.0,11004.46,Personal,2.46,48.0,11/3/2022,Approved,26.0,Visa,5608.25,4251.87,212.59,6/5/2023,11/8/2023,5749.0,26.0,2/17/2023,Complaint,Pending,4/14/2023,1.0,UPI - Amazon Pay,Salary/Income,Expired,2022-08-07,0.0,0.0
27.0,Lisa,Wilson,69.0,Male,Address_27,Kansas City,19458794880.0,lisa.wilson@kag.com,Savings,5361.52,7/27/2006,12/31/2023,27.0,5/4/2023,Withdrawal,1594.08,3767.44,78.0,27.0,21250.75,Personal,5.75,48.0,4/19/2021,Approved,27.0,AMEX,6736.21,1084.56,54.23,1/21/2023,7/4/2023,1470.0,27.0,12/15/2023,Suggestion,Pending,8/20/2023,1.0,POS - Flipkart,Insurance,Expired,2021-05-19,0.0,0.0
28.0,Amanda,Hill,,Female,Address_28,Oklahoma City,19458794881.0,amanda.hill@kag.com,Savings,9983.5,8/10/2018,7/4/2023,28.0,1/25/2023,Deposit,2851.17,12834.67,29.0,28.0,46244.6,Mortgage,6.37,36.0,10/23/2022,Approved,28.0,AMEX,6126.15,1530.42,76.52,11/16/2023,7/31/2023,2965.0,28.0,,Complaint,Pending,2/23/2023,1.0,Salary from Infosys Ltd.,Food & Dining,Complete,2021-08-19,1.0,1.0
29.0,Matthew,Campbell,36.0,Male,Address_29,Fresno,,matthew.campbell@kag.com,Savings,8544.77,11/12/2000,7/23/2023,29.0,10/18/2023,Transfer,1877.13,6667.64,,29.0,24429.67,Auto,2.94,12.0,2/20/2022,Rejected,29.0,AMEX,7494.66,2591.92,129.6,9/20/2023,6/6/2023,2963.0,29.0,1/23/2023,Suggestion,Pending,6/10/2023,1.0,POS - Big Bazaar,Rent,Expired,2024-06-16,0.0,0.0
30.0,Ronald,Jackson,46.0,Female,Address_30,Baltimore,19458794883.0,ronald.jackson@kag.com,Current,1772.04,,2/10/2023,30.0,12/1/2023,Withdrawal,1174.58,597.46,84.0,,43861.04,,5.53,36.0,2/23/2022,Closed,30.0,Visa,3404.77,2181.1,109.06,2/18/2023,12/14/2023,8656.0,30.0,1/6/2023,Suggestion,Resolved,9/12/2023,1.0,NEFT Transfer - Rent,Salary/Income,Complete,2023-09-11,0.0,0.0
31.0,Anthony,Anderson,64.0,Female,Address_31,San Francisco,19458794884.0,anthony.anderson@kag.com,Current,8854.73,9/15/2004,6/20/2023,,6/24/2023,Withdrawal,2401.76,11256.49,25.0,31.0,8831.8,Auto,1.06,36.0,12/21/2021,Approved,31.0,AMEX,7278.03,3846.45,192.32,5/27/2023,,3298.0,31.0,,Praise,Pending,6/5/2023,,Insurance Premium Payment,Cash Withdrawal,Expired,2021-09-10,0.0,0.0
32.0,Carol,Ramirez,67.0,Female,Address_32,Jacksonville,19458794885.0,carol.ramirez@kag.com,Current,4572.76,5/4/2010,9/25/2023,32.0,8/20/2023,Transfer,933.38,5506.14,69.0,32.0,45783.96,Auto,6.42,36.0,5/15/2022,Closed,32.0,Visa,3997.31,4756.24,237.81,1/3/2023,2/27/2023,,32.0,8/16/2023,Praise,Resolved,8/25/2023,1.0,Salary from Infosys Ltd.,Cash Withdrawal,Complete,2024-12-30,0.0,0.0
33.0,Betty,White,65.0,Female,Address_33,Sacramento,19458794886.0,betty.white@kag.com,Current,2805.18,7/30/2003,7/15/2023,33.0,5/25/2023,Deposit,1234.44,1570.74,55.0,33.0,22100.32,Mortgage,1.01,60.0,8/21/2021,Closed,33.0,MasterCard,7417.07,3107.77,155.39,3/27/2023,10/22/2023,2387.0,33.0,5/9/2023,Complaint,Resolved,7/25/2023,1.0,Bill Payment - Electricity,Rent,,2022-07-15,0.0,0.0
34.0,Jessica,Davis,56.0,Other,Address_34,Oklahoma City,,jessica.davis@kag.com,Savings,6439.03,8/23/2005,9/7/2023,34.0,12/11/2023,Transfer,,10574.43,56.0,34.0,46870.22,Personal,6.78,60.0,9/2/2020,Rejected,34.0,Visa,5395.87,560.7,28.04,9/23/2023,5/11/2023,4561.0,34.0,7/22/2023,Complaint,Resolved,2/11/2023,1.0,Salary from Infosys Ltd.,Utilities,Expired,2024-12-16,0.0,0.0
35.0,Joseph,Nelson,59.0,Female,,Seattle,19458794888.0,joseph.nelson@kag.com,Current,2245.28,1/5/2002,7/14/2023,,1/23/2023,Transfer,1150.42,3395.7,29.0,35.0,43437.85,Mortgage,5.35,36.0,3/10/2022,Closed,35.0,AMEX,8046.16,2208.16,110.41,7/30/2023,9/4/2023,2971.0,35.0,6/26/2023,Praise,Resolved,1/29/2023,1.0,POS - Big Bazaar,Cash Withdrawal,Complete,2024-08-19,0.0,0.0
36.0,Timothy,Rodriguez,42.0,Female,Address_36,Portland,19458794889.0,timothy.rodriguez@kag.com,Current,8808.55,7/8/2009,8/18/2023,36.0,8/12/2023,Withdrawal,3479.88,12288.43,41.0,36.0,33338.35,Mortgage,1.98,,2/10/2021,Rejected,36.0,Visa,5522.52,2735.81,136.79,5/31/2023,10/18/2023,6543.0,36.0,1/17/2023,Complaint,Pending,11/14/2023,1.0,Bill Payment - Electricity,Utilities,Expired,2021-03-13,0.0,0.0
,Amanda,Campbell,33.0,Other,Address_37,Mesa,,amanda.campbell@kag.com,Current,6279.42,7/28/2008,4/6/2023,37.0,5/2/2023,Withdrawal,1259.84,5019.58,2.0,37.0,33969.47,Mortgage,1.8,36.0,7/25/2022,Rejected,37.0,MasterCard,3589.1,4775.86,238.79,3/9/2023,3/13/2023,443.0,37.0,10/31/2023,Suggestion,Resolved,1/3/2023,1.0,,Utilities,Incomplete,2024-07-10,0.0,0.0
38.0,Michael,Allen,34.0,Other,Address_38,El Paso,,michael.allen@kag.com,Current,1446.62,5/16/2002,8/6/2023,38.0,8/11/2023,Withdrawal,1069.87,2516.49,6.0,38.0,11363.89,Personal,1.06,24.0,4/8/2021,Rejected,38.0,AMEX,9908.09,1725.59,86.28,7/30/2023,12/10/2023,,38.0,,Praise,Resolved,6/3/2023,1.0,POS - Big Bazaar,Insurance,,2021-08-10,0.0,0.0
39.0,Paul,Allen,45.0,Other,Address_39,Albuquerque,19458794892.0,paul.allen@kag.com,Savings,5749.42,7/20/2008,1/4/2023,39.0,8/18/2023,Transfer,1263.27,4486.15,59.0,39.0,30538.66,,5.96,24.0,10/25/2020,Rejected,39.0,AMEX,3179.12,3347.7,167.38,2/20/2023,1/30/2023,9290.0,39.0,11/28/2023,Praise,Resolved,1/24/2023,1.0,POS - Starbucks,Utilities,Expired,2024-01-06,0.0,
40.0,,,56.0,Other,Address_40,Jacksonville,19458794893.0,john.jackson@kag.com,Savings,,1/13/2020,1/5/2023,40.0,,Withdrawal,2346.81,,65.0,40.0,27925.28,Mortgage,8.26,12.0,,Rejected,40.0,MasterCard,4623.6,56.38,2.82,,3/21/2023,526.0,40.0,4/29/2023,Praise,Resolved,1/14/2023,1.0,NEFT Transfer - Rent,Shopping,,2021-03-03,1.0,0.0
41.0,Charles,Williams,60.0,Other,,Austin,19458794894.0,charles.williams@kag.com,Current,4767.41,8/13/2018,2/15/2023,41.0,10/12/2023,Transfer,739.94,4027.47,31.0,41.0,17373.2,Mortgage,8.71,48.0,11/4/2021,Rejected,41.0,Visa,7976.79,2183.5,109.18,2/24/2023,11/24/2023,1841.0,41.0,5/30/2023,Complaint,Pending,3/16/2023,1.0,Insurance Premium Payment,Insurance,Incomplete,2025-02-03,0.0,0.0
42.0,David,Martinez,66.0,Other,Address_42,Kansas City,19458794895.0,david.martinez@kag.com,Current,3713.26,10/29/2015,11/27/2023,42.0,1/2/2023,Transfer,542.0,3171.26,91.0,42.0,25775.45,Personal,6.12,36.0,10/13/2022,Closed,42.0,MasterCard,5660.53,202.41,10.12,1/23/2023,10/20/2023,6292.0,42.0,5/24/2023,Complaint,Pending,3/9/2023,1.0,POS - Starbucks,Salary/Income,Incomplete,2024-03-26,0.0,0.0
43.0,Joshua,Flores,22.0,Other,Address_43,Philadelphia,19458794896.0,joshua.flores@kag.com,Current,4794.63,6/23/2006,5/6/2023,,9/24/2023,Withdrawal,3786.14,,46.0,43.0,46528.03,Personal,8.98,36.0,2/20/2020,Approved,43.0,AMEX,7147.73,1185.11,59.26,12/12/2023,3/20/2023,2095.0,43.0,5/26/2023,Praise,Resolved,11/19/2023,1.0,POS - Flipkart,Salary/Income,Complete,2023-03-17,0.0,0.0
44.0,Karen,,18.0,Other,Address_44,Fresno,19458794897.0,karen.campbell@kag.com,Current,5901.51,,5/17/2023,44.0,1/16/2023,Transfer,126.28,5775.23,60.0,44.0,1259.98,Mortgage,8.76,36.0,5/14/2020,Approved,44.0,MasterCard,5391.71,2346.46,117.32,8/25/2023,1/9/2023,2285.0,44.0,11/14/2023,Complaint,,8/18/2023,1.0,Insurance Premium Payment,Cash Withdrawal,Expired,2021-05-05,0.0,0.0
45.0,Patricia,Adams,20.0,Other,Address_45,Mesa,19458794898.0,patricia.adams@kag.com,Savings,7362.34,5/3/2001,5/16/2023,45.0,12/3/2023,Withdrawal,1933.57,5428.77,46.0,45.0,21439.08,Personal,7.28,48.0,9/26/2022,Approved,45.0,AMEX,6494.58,2906.73,,5/22/2023,6/15/2023,7103.0,45.0,12/28/2023,Praise,Resolved,7/6/2023,1.0,POS - Flipkart,Cash Withdrawal,Expired,2023-01-11,0.0,0.0
46.0,Matthew,Smith,65.0,Other,Address_46,Atlanta,19458794899.0,matthew.smith@kag.com,Savings,9186.97,6/2/2005,11/10/2023,46.0,1/21/2023,Transfer,1986.21,7200.76,19.0,46.0,17348.3,Mortgage,4.27,24.0,5/9/2020,Closed,46.0,AMEX,5610.23,4383.34,219.17,7/12/2023,6/6/2023,4173.0,46.0,4/12/2023,Praise,Pending,8/31/2023,1.0,Bill Payment - Electricity,Utilities,Incomplete,2021-06-10,1.0,0.0
47.0,Susan,Lewis,41.0,Other,Address_47,San Francisco,19458794900.0,susan.lewis@kag.com,Current,539.4,12/11/2005,12/25/2023,47.0,9/8/2023,ERR,4466.28,-3926.88,1.0,47.0,48100.32,,8.44,36.0,11/5/2021,Closed,47.0,MasterCard,9925.21,924.02,46.2,1/19/2023,10/23/2023,,47.0,8/21/2023,Suggestion,Resolved,,1.0,POS - Starbucks,Insurance,Incomplete,2022-06-25,0.0,0.0
48.0,Stephanie,Roberts,46.0,Male,Address_48,Omaha,19458794901.0,stephanie.roberts@kag.com,Current,5736.51,6/20/2012,11/15/2023,48.0,10/4/2023,Withdrawal,3874.71,9611.22,95.0,48.0,48720.82,Mortgage,4.53,36.0,2/17/2020,Rejected,48.0,MasterCard,2867.41,1543.14,77.16,1/27/2023,6/23/2023,5615.0,48.0,,Suggestion,Resolved,,1.0,NEFT Transfer - Rent,Insurance,Complete,,0.0,0.0
49.0,David,King,,Female,Address_49,Omaha,19458794902.0,david.king@kag.com,Current,7544.54,1/30/2021,7/8/2023,49.0,1/6/2023,Transfer,2558.28,10102.82,18.0,49.0,29697.37,Personal,4.63,48.0,4/5/2021,Approved,49.0,MasterCard,9023.88,,,6/4/2023,8/9/2023,2212.0,49.0,2/2/2023,Suggestion,Resolved,3/18/2023,1.0,POS - Big Bazaar,,Expired,2025-06-03,0.0,1.0
50.0,,Gonzalez,21.0,Female,Address_50,Fort Worth,19458794903.0,sandra.gonzalez@kag.com,Current,1243.99,3/2/2022,5/23/2023,50.0,10/29/2023,Transfer,2404.27,3648.26,7.0,50.0,27950.34,Auto,7.1,60.0,12/26/2022,Closed,50.0,Visa,5180.67,1063.32,53.17,,6/23/2023,2445.0,50.0,10/4/2023,Praise,Resolved,2/4/2023,1.0,UPI - Swiggy,Utilities,Expired,2025-04-08,0.0,0.0
51.0,Mary,Smith,61.0,Other,Address_51,Nashville,19458794904.0,mary.smith@kag.com,Current,9123.83,9/7/2021,3/14/2023,51.0,8/25/2023,Withdrawal,2832.35,6291.48,32.0,51.0,45257.41,Mortgage,9.35,48.0,3/21/2021,Rejected,51.0,AMEX,1226.63,4537.6,226.88,3/29/2023,4/2/2023,61.0,51.0,9/30/2023,Suggestion,Resolved,12/11/2023,-1.0,Salary from Infosys Ltd.,Shopping,Complete,2021-04-16,0.0,0.0
52.0,Sarah,King,18.0,Other,Address_52,Omaha,19458794905.0,sarah.king@kag.com,Current,2525.4,10/25/2015,6/27/2023,52.0,1/23/2023,Deposit,1795.56,4320.96,99.0,52.0,1320.58,Mortgage,5.5,48.0,11/25/2021,Approved,52.0,AMEX,9801.79,4369.68,218.48,11/29/2023,3/19/2023,2757.0,52.0,6/15/2023,Complaint,Pending,6/22/2023,1.0,UPI - Amazon Pay,,Complete,2024-02-29,0.0,0.0
53.0,Betty,Lewis,66.0,Male,Address_53,Denver,19458794906.0,betty.lewis@kag.com,Current,8349.99,6/3/2020,12/16/2023,,11/10/2023,Withdrawal,,4843.11,96.0,53.0,,Mortgage,2.59,60.0,8/23/2020,Rejected,53.0,AMEX,8825.31,4434.35,221.72,8/5/2023,3/9/2023,2042.0,53.0,4/14/2023,Praise,Pending,12/7/2023,1.0,NEFT Transfer - Rent,Food & Dining,Incomplete,2024-10-12,0.0,0.0
54.0,Timothy,Mitchell,32.0,Other,Address_54,Chicago,19458794907.0,timothy.mitchell@kag.com,Savings,6653.87,5/28/2014,8/14/2023,54.0,7/4/2023,Deposit,3433.5,3220.37,59.0,,2206.99,Mortgage,2.28,12.0,,Approved,54.0,MasterCard,1662.19,3601.42,180.07,11/2/2023,6/16/2023,4735.0,54.0,11/17/2023,Praise,Resolved,2/6/2023,1.0,POS - Starbucks,Food & Dining,Incomplete,2023-02-15,0.0,0.0
,John,Campbell,41.0,Male,Address_55,Seattle,19458794908.0,john.campbell@kag.com,Savings,5639.51,1/24/2013,10/5/2023,55.0,8/12/2023,Transfer,2877.53,2761.98,65.0,55.0,48439.95,Mortgage,,48.0,,Approved,55.0,,4451.64,4981.24,249.06,8/14/2023,6/29/2023,8927.0,55.0,3/31/2023,Praise,Pending,10/10/2023,1.0,UPI - Swiggy,Rent,Complete,2021-01-02,0.0,0.0
56.0,Amanda,Gonzalez,69.0,Female,Address_56,Denver,19458794909.0,amanda.gonzalez@kag.com,Savings,8705.5,5/17/2007,8/26/2023,56.0,2/8/2023,Deposit,297.89,8407.61,97.0,56.0,16687.82,Auto,5.12,48.0,12/25/2022,Approved,,MasterCard,8771.57,4130.99,206.55,4/8/2023,6/11/2023,8261.0,56.0,3/3/2023,Praise,Resolved,10/4/2023,1.0,NEFT Transfer - Rent,Utilities,Complete,2021-08-21,0.0,0.0
